Date,Place,Suburb,Arrival time,Departure time,Type
Monday 28 June 2021,"Wallace BishopLevel 1, Westfield Garden City, Logan Rd",Upper Mount Gravatt,12.50pm,2pm,Close contacts
Monday 28 June 2021,"Optus StoreLevel 1, Westfield Garden City, Logan Rd",Upper Mount Gravatt,2pm,2.35pm,Close contacts
Monday 28 June 2021,"Sushi HubLevel 1, Westfield Garden City, Logan Rd",Upper Mount Gravatt,2.15pm,2.45pm,Close contacts
Monday 28 June 2021,"Coffee HitLevel 1, Westfield Garden City, Logan Rd",Upper Mount Gravatt,2.15pm,2.45pm,Close contacts
Monday 28 June 2021,"Optus StoreLevel 1, Westfield Garden City, Logan Rd",Upper Mount Gravatt,2.40pm,3.05pm,Close contacts
Monday 28 June 2021,"Robin’s KitchenLevel 1, Westfield Garden City, Logan Rd",Upper Mount Gravatt,2.50pm,3.45pm,Close contacts
Tuesday 29 June 2021,"WoolworthsForest Lake Shopping Centre, 235 Forest Lake Blvd",Forest Lake,2.20pm,2.45pm,Close contacts
Tuesday 29 June 2021,"Wallace BishopLevel 1, Westfield Garden City, Logan Rd",Upper Mount Gravatt,2.50pm,3.50pm,Close contacts
Tuesday 29 June 2021,"WoolworthsLevel 2, Westfield Garden City, Logan Rd",Upper Mount Gravatt,3.50pm,4.25pm,Close contacts
Tuesday 29 June 2021,"CinnabonLevel 2, Westfield Garden City, Logan Rd",Upper Mount Gravatt,4.15pm,4.35pm,Close contacts
Tuesday 29 June 2021,IGA New Farm 572 Brunswick St,New Farm,4.45pm,5.15pm,Close contacts
Tuesday 29 June 2021,Night Owl 188 Main Street,Kangaroo Point,8.15pm,8.45pm,Close contacts
Wednesday 30 June 2021,"Target BurandaBuranda Village, 264 Ipswich Road",Woolloongabba,2.40pm,3.20pm,Close contacts
Wednesday 30 June 2021,"Night Owl 188 Main Street,",Kangaroo Point,8.15pm,8.45pm,Close contacts
Friday 2 July 2021,St Lucia Golf Links (Pro shop) Carawa Street,St Lucia,7.55am,8.20am,Close contacts
Friday 2 July 2021,"K-MartLevel 1, Indooroopilly Shopping Centre, 322 Moggill Rd",Indooroopilly,2.25pm,2.55pm,Close contacts
Friday 2 July 2021,"JB Hi-FiLevel 1, Indooroopilly Shopping Centre, 322 Moggill Rd",Indooroopilly,2.45pm,3.15pm,Close contacts
Friday 2 July 2021,"WoolworthsLevel 1, Indooroopilly Shopping Centre, 322 Moggill Rd",Indooroopilly,3pm,3.30pm,Close contacts
Sunday 27 June 2021,McLeod Country Golf Club 61 Gertrude McLeod Cres,Mt Ommaney,1pm,5pm,Casual contacts
Wednesday 30 June 2021,Joey’s Restaurant 29 River Terrace,Kangaroo Point,11.40am,12.15pm,Casual contacts
Wednesday 30 June 2021,"Origin Kebabs BurandaBuranda Village, 264 Ipswich Road",Woolloongabba,3pm,3.20pm,Casual contacts
Thursday 1 July 2021,Guzman Y Gomez South Bank 179 Grey Street,South Brisbane,12pm,1pm,Casual contacts
Thursday 1 July 2021,Night Owl 188 Main Street,Kangaroo Point,1pm,2pm,Casual contacts
Monday 28 June 2021,"Westfield Garden City, Level 1Westfield Garden City, Logan Rd",Upper Mount Gravatt,12.35pm,3.45pm,Low risk contacts
Tuesday 29 June 2021,"Westfield Garden CityWestfield Garden City, Logan Rd",Upper Mount Gravatt,2.45pm,4.35pm,Low risk contacts
Friday 2 July 2021,St Lucia Golf LinksCarawa Street,St Lucia,8am,10am,Low risk contacts
Friday 2 July 2021,Indooroopilly Shopping Centre 322 Moggill Rd,Indooroopilly,2.25pm,3.30pm,Low risk contacts
Saturday 26 June 2021,"Lush, Westfield ChermsideGympie Rd",Chermside,12.05pm,12.25pm,Close contacts
Saturday 26 June 2021,Factorie Clothing Westfield ChermsideGympie Rd,Chermside,12.10pm,12.30pm,Close contacts
Saturday 26 June 2021,Kmart Westfield ChermsideGympie Rd,Chermside,12.15pm,12.55pm,Close contacts
Saturday 26 June 2021,Foot Locker Westfield ChermsideGympie Rd,Chermside,12.40pm,1pm,Close contacts
Saturday 26 June 2021,Hype DC Westfield ChermsideGympie Rd,Chermside,12.45pm,1.05pm,Close contacts
Saturday 26 June 2021,Zeus Street Greek Kitchen Westfield ChermsideGympie Rd,Chermside,12.50pm,1.20pm,Close contacts
Saturday 26 June 2021,Bettys Burgers Westfield ChermsideGympie Rd,Chermside,12.50pm,1.05pm,Casual contacts
Saturday 26 June 2021,Westfield ChermsideGympie Rd,Chermside,12.03pm,1.55pm,Low risk contacts
Friday 25 June 2021,"Administration Building, Greek Orthodox Community of St George Brisbane 36 Browning Street",South Brisbane,1.50pm,2.30pm,Close contacts
Saturday 26 June 2021,World Gym Mount Gravatt 6/555 Kessels Road,MacGregor,12.15pm,2.20pm,Close contacts
Saturday 26 June 2021,Zeus Street Greek Kitchen Westfield ChermsideGympie Rd,Chermside,12.50pm,1.35pm,Close contacts
Sunday 27 June 2021,"Home Grown Business Fashion, West Village Shopping Precinct 21 Mollison St",West End,11.50am,12.15pm,Close contacts
Sunday 27 June 2021,"Expresso XO coffee cart, West Village Shopping Precinct 21 Mollison St",West End,1.25pm,1.45pm,Close contacts
Monday 28 June 2021,"Administration Building, Greek Orthodox Community of St George Brisbane 36 Browning Street",South Brisbane,7.15am,3.20pm,Close contacts
Monday 28 June 2021,United Service Station 246 Loganlea Rd,Loganlea,7.45am,8.15am,Close contacts
Tuesday 29 June 2021,"Administration Building, Greek Orthodox Community of St George Brisbane 36 Browning Street",South Brisbane,7am,4pm,Close contacts
Tuesday 29 June 2021,7-11 Petrol Station 841 Ipswich Rd,Moorooka,12.25pm,12.45pm,Close contacts
Monday 28 June 2021,"Administration Building, Greek Orthodox Community of St George Brisbane 36 Browning Street",South Brisbane,3.21pm,9.30pm,Casual contacts
Tuesday 29 June 2021,"Administration Building, Greek Orthodox Community of St George Brisbane 36 Browning Street",South Brisbane,4.01pm,6pm,Casual contacts
Tuesday 29 June 2021,Night Owl 188 Main Street,Kangaroo Point,8.15pm,8.45pm,Casual contacts
Wednesday 30 June 2021,Night Owl 188 Main Street,Kangaroo Point,8.15pm,8.45pm,Casual contacts
Thursday 1 July 2021,Sala Thai 102 Memorial Drive,Eumundi,6.55pm,7.30pm,Casual contacts
Sunday 27 June 2021,West Village Shopping Precinct 21 Mollison St,West End,11.50am,1.50pm,Low risk contacts
Monday 28 June 2021,Logan Hospital From Main entrance via main corridor to Antenatal ClinicCnr Loganlea and Armstrong Roads,Meadowbrook,8.30am,8.40am,Low risk contacts
Monday 28 June 2021,Logan Hospital From Antenatal Clinic via main corridor to Main entranceCnr Loganlea and Armstrong Roads,Meadowbrook,9.20am,9.30am,Low risk contacts
Monday 28 June 2021,Sunshine Beach Newsagency and General Store 44 Duke St,Sunshine Beach,6.45pm,6.50pm,Casual contacts
Tuesday 29 June 2021,Kenilworth Country Bakery (donuts) 8 Elizabeth St,Kenilworth,10.10am,10.45am,Casual contacts
Tuesday 29 June 2021,"BWS, Noosa Fair Shopping CentreShop 11, Noosa Fair Shopping Centre, Lanyana Way",Noosa Heads,1.30pm,1.35pm,Casual contacts
Tuesday 29 June 2021,K Hub Junction Plaza (Toys and sports) Plaza Junction Shopping Centre Cnr Noosa Drive & Sunshine Beach Road,Noosa Heads,1.35pm,1.40pm,Casual contacts
Tuesday 29 June 2021,"Big W Noosa Civic (Toys, Sports and self check out) 28 Eenie Creek Rd",Noosaville,1.50pm,2.05pm,Casual contacts
Wednesday 30 June 2021,Eumundi Village Pharmacy 1/2-6 Etheridge St,Eumundi,9.33am,9.42am,Casual contacts
Wednesday 30 June 2021,Humdrum Espresso 100 Memorial Dr,Eumundi,9.45am,10am,Casual contacts
Friday 9 July 2021,"Kmart - RiverlinkShop M 3, Riverlink Shopping Centre, Cnr Downs St and The Terrace",North Ipswich,12.24pm,12.40pm,Casual contacts
Friday 9 July 2021,"Vodaphone – RiverlinkShop 31, Riverlink Shopping Centre, Cnr Downs St and The Terrace",North Ipswich,12.48pm,12.55pm,Casual contacts
Friday 9 July 2021,"Telstra – RiverlinkShop 32, Riverlink Shopping Centre, Cnr Downs St and The Terrace",North Ipswich,12.53pm,1pm,Casual contacts
Friday 9 July 2021,"JB Hi-Fi – RiverlinkShop MM 3, Riverlink Shopping Centre, Cnr Downs St and The Terrace",North Ipswich,1pm,1.10pm,Casual contacts
Friday 9 July 2021,Club Services Ipswich (CSI) 5 Lowry St,North Ipswich,1.15pm,2.15pm,Casual contacts
Friday 9 July 2021,Chac’s Grill 37 Corsair Ave,Inala,7.05pm,8pm,Casual contacts
Friday 9 July 2021,"Brisbane Airport International Terminal, Level 3 Departures, toilets in hallway near NewsagencyAirport Drive",Brisbane Airport,9.45pm,10.15pm,Casual contacts
Friday 9 July 2021,"RiverlinkRiverlink Shopping Centre, Cnr Downs St and The Terrace",North Ipswich,12.16pm,1.10pm,Low risk contacts
Friday 9 July 2021,"Riverlink (outside Healthyworld Pharmacy and Nextra) Riverlink Shopping Centre, Cnr Downs St and The Terrace",North Ipswich,2.30pm,2.35pm,Low risk contacts
Friday 9 July 2021,"Brisbane Airport International Terminal, Level 4 Check inAirport Drive",Brisbane Airport,8.30pm,9.35pm,Low risk contacts
Friday 9 July 2021,"Brisbane Airport International Terminal, Level 3 DeparturesAirport Drive",Brisbane Airport,9.35pm,11.30pm,Low risk contacts
Monday 12 July 2021,Cafe 63 Ascot 114-118 Racecourse Rd,Ascot,1.50pm,2.15pm,Close contacts
Tuesday 13 July 2021,Aspley Medical Centre 1311 Gympie Rd,Aspley,2pm,3.45pm,Close contacts
Tuesday 13 July 2021,Pharmasave Pharmacy 1311 Gympie Rd,Aspley,3.45pm,4pm,Close contacts
Wednesday 14 July 2021,"Chemist Warehouse, Annerley 5/493 Ipswich Rd",Annerley,8.30am,8.45am,Close contacts
Monday 12 July 2021,"Woolworths, Annerley 504 Ipswich Rd",Annerley,10.30am,11.45am,Casual contacts
Friday 9 July 2021,Brisbane Domestic AirportAirport Drive,Brisbane Airport,7.50pm,9.50pm,Low risk contacts
Sunday 11 July 2021,"Carindale HotelWestfield Shopping Centre, 14/1151 Creek Rd,",Carindale,11.45am,1.30pm,Low risk contacts
Sunday 11 July 2021,"Westfield Shopping Centre - CarindaleWestfield Shopping Centre, 1151 Creek Rd",Carindale,11.45am,3.10pm,Low risk contacts
Sunday 11 July 2021,"Myer CarindaleGround Level, Westfield Shopping Centre, 1151 Creek Rd",Carindale,1.35pm,1.45pm,Low risk contacts
Sunday 11 July 2021,"PricelineGround Level, Westfield Shopping Centre, 1151 Creek Rd",Carindale,1.45pm,1.55pm,Low risk contacts
Sunday 11 July 2021,"Female Toilets, Westfield CarindaleLevel 1 (near Woolworths), Westfield Shopping Centre, 1151 Creek Rd",Carindale,1.55pm,2pm,Low risk contacts
Sunday 11 July 2021,"Priceline PharmacyLevel 1, Westfield Shopping Centre, 1151 Creek Rd",Carindale,2pm,2.10pm,Low risk contacts
Sunday 11 July 2021,"Hardy Boys CoffeeGround Floor, Westfield Shopping Centre, 1151 Creek Rd",Carindale,2.10pm,3.10pm,Low risk contacts
Sunday 11 July 2021,Beacon Lighting 1881 Creek Rd,Cannon Hill,3.20pm,3.40pm,Low risk contacts
Sunday 11 July 2021,"Woolworths, Annerley 504 Ipswich Rd",Annerley,4pm,4.45pm,Low risk contacts
Monday 12 July 2021,Buenos Dias Con Café433 Logan Rd (End of Bower Lane),Stones Corner,6.30am,7am,Low risk contacts
Monday 12 July 2021,"Café 37Ground Floor, 37 The Esplanade",Cotton Tree,1pm,1.05pm,Close contacts
Monday 12 July 2021,Maroochy Day and Night Pharmacy 107-109 Aerodrome Rd,Maroochydore,6.07pm,6.11pm,Close contacts
Monday 12 July 2021,Chemist Warehouse 64-70 Aerodrome Rd,Maroochydore,6.13pm,6.20pm,Close contacts
Monday 12 July 2021,Kunara Organic Marketplace (Fruit and Vegetables section) 330 Mons Rd,Forest Glen,6.34pm,6.38pm,Close contacts
Wednesday 14 July 2021,"Café 37Ground Floor, 37 The Esplanade",Cotton Tree,9.30am,9.40am,Close contacts
Wednesday 14 July 2021,"Café 37Ground Floor, 37 The Esplanade",Cotton Tree,12.50pm,1.05pm,Close contacts
Sunday 11 July 2021,"Brisbane Airport - International Terminal, Level 4 check-in area and travelatorsAirport Drive",Brisbane Airport,7.45pm,8.10pm,Casual contacts
Sunday 11 July 2021,"Brisbane Airport - International Terminal, Level 3 security screening and departures area, including toilet adjacent gate 84Airport Drive",Brisbane Airport,9.30pm,10.40pm,Casual contacts
Monday 12 July 2021,"Brisbane Airport - International Terminal, Level 3 security screening and departures area, Level 2 arrivals at Gate 82Airport Drive",Brisbane Airport,5pm,7.05pm,Casual contacts
Monday 12 July 2021,Chemist Warehouse 64-70 Aerodrome Rd,Maroochydore,6.13pm,6.20pm,Casual contacts
Monday 12 July 2021,Redcliffe GP Super Clinic PharmacyGround Floor/ 106 Anzac Ave,Redcliffe,9.39pm,9.45pm,Casual contacts
Monday 12 July 2021,Redcliffe GP Super Clinic PharmacyGround Floor/ 106 Anzac Ave,Redcliffe,9.52pm,9.55pm,Casual contacts
Tuesday 13 July 2021,BP Caboolture North BoundLot 28-29 Bruce Highway,Caboolture,7.50am,8.10am,Casual contacts
Tuesday 13 July 2021,Flannerys Organic Health Food StoreCnr Webster and Rode Rd,Chermside,4pm,4.20pm,Casual contacts
Tuesday 13 July 2021,Your solution Compound Pharmacy 4/1315 Gympie Rd,Aspley,4.45pm,4.55pm,Casual contacts
Tuesday 13 July 2021,Woolworths Kippa-RingKippa-Ring Shopping Centre 284 Anzac Ave,Kippa-Ring,6.45pm,7pm,Casual contacts
Tuesday 13 July 2021,"Brisbane Airport - International Terminal, Level 3 security screening and departures area and back of house toilets adjacent to green staff entry to voidAirport Drive",Brisbane Airport,7.40pm,9.55pm,Casual contacts
Sunday 11 July 2021,Brisbane Airport - International TerminalAirport Drive,Brisbane Airport,5.50pm,11.40pm,Low risk contacts
Monday 12 July 2021,Guzman y Gomez Drive-thru Rothwell 726 Deception Bay Road,Rothwell,7.45am,7.55am,Low risk contacts
Monday 12 July 2021,Brisbane Airport - International TerminalAirport Drive,Brisbane Airport,2.20pm,11.35pm,Low risk contacts
Tuesday 13 July 2021,Brisbane Airport - International TerminalAirport Drive,Brisbane Airport,2.55pm,11.59pm,Low risk contacts
Wednesday 14 July 2021,Brisbane Airport - International TerminalAirport Drive,Brisbane Airport,12am,12.20am,Low risk contacts
Thursday 15 July 2021,"Rice Boi, Ground level Dining and Entry QueueThe Wharf Mooloolaba, 123 Parkyn Parade",Mooloolaba,6.45pm,8.30pm,Close contacts
Friday 16 July 2021,615 BusMaroochydore bus station to Landsborough train station,Maroochydore to Landsborough,1.11pm,2pm,Close contacts
Friday 16 July 2021,Virgin Flight VA 791Brisbane to Cairns,Brisbane to Cairns,4.50pm,7.20pm,Close contacts
Thursday 15 July 2021,Feet First Footwear 2/37 Hastings St,Noosa Heads,10.45am,11.10am,Casual contacts
Thursday 15 July 2021,Noosa Heads Surf Life Saving Club 69 Hastings St,Noosa Heads,11.26am,12pm,Casual contacts
Thursday 15 July 2021,The White OakShop 5/ 35-39 Oakmont Drive,Buderim,12.50pm,1pm,Casual contacts
Thursday 15 July 2021,Elements Tea House 38 Kondalilla Falls Rd,Montville,2.45pm,2.55pm,Casual contacts
Thursday 15 July 2021,"Universal StoreShop GD 588, Sunshine Plaza, 154-164 Horton Parade",Maroochydore,3.50pm,4.15pm,Casual contacts
Thursday 15 July 2021,"The Wharf restaurant precinct walkway, Rice Boi vicinityThe Wharf Mooloolaba, 123 Parkyn Parade",Mooloolaba,6.45pm,7.30pm,Casual contacts
Friday 16 July 2021,Maroochydore Bus stationHorton Parade,Maroochydore,1pm,1.11pm,Casual contacts
Friday 16 July 2021,Southbound Train - Sunshine Coast lineLandsborough Station all stops to Eagle Junction Station,Landsborough to Eagle Junction,2.06pm,3.29pm,Casual contacts
Friday 16 July 2021,Departure Gate 43 - Brisbane Domestic AirportAirport Drive,Brisbane Airport,4.10pm,4.50pm,Casual contacts
Friday 16 July 2021,Cairns domestic airport - luggage collection area 2 Airport Ave,Cairns City,7.30pm,8pm,Casual contacts
Thursday 15 July 2021,Kondalilla FallsKondalilla Falls Rd,Flaxton,2pm,2.45pm,Low risk contacts
Thursday 15 July 2021,"Myer Wing - Sunshine PlazaGround Floor Myer Wing, Sunshine Plaza, 154-164 Horton Parade",Maroochydore,3.40pm,4.25pm,Low risk contacts
Friday 16 July 2021,AirtrainEagle Junction Station all stops to Brisbane Domestic Airport Station,Eagle Junction to Brisbane Airport,3.29pm,3.45pm,Low risk contacts
Friday 16 July 2021,Brisbane Domestic AirportAirport Drive,Brisbane Airport,3.45pm,4.50pm,Low risk contacts
Friday 16 July 2021,Cairns domestic airport - except for luggage collection area 2 Airport Ave,Cairns City,7.30pm,8pm,Low risk contacts
Wednesday 14 July 2021,Koi Broadbeach,Broadbeach,1.50pm,2.50pm,Close contacts
Sunday 11 July 2021,Qantas Flight QF 2534Brisbane to Longreach,Brisbane to Longreach,1.45pm,3.55pm,Casual contacts
Sunday 11 July 2021,Qantas Flight QF 2535Longreach to Brisbane,Longreach to Brisbane,4.20pm,6.15pm,Casual contacts
Sunday 11 July 2021,Qantas Flight QF 2346Brisbane to Gladstone,Brisbane to Gladstone,7pm,8.10pm,Casual contacts
Monday 12 July 2021,Qantas Flight QF 2331Gladstone to Brisbane,Gladstone to Brisbane,6.45am,7.55am,Casual contacts
Monday 12 July 2021,Qantas Flight QF 2374Brisbane to Hervey Bay,Brisbane to Hervey Bay,8.35am,9.25am,Casual contacts
Monday 12 July 2021,Qantas Flight QF 2375Hervey Bay to Brisbane,Hervey Bay to Brisbane,9.45am,10.45am,Casual contacts
Friday 16 July 2021,Woolworths - Banyo Retail Centre 279 Tufnell Rd,Banyo,4.27pm,5pm,Casual contacts
Friday 16 July 2021,BWS Banyo (attached to Woolworths) 279 Tufnell Rd,Banyo,5.02pm,5.12pm,Casual contacts
Sunday 18 July 2021,Sundowner Hotel 8/14 Aerodrome Rd,Caboolture,2.51pm,3.01pm,Casual contacts
Tuesday 20 July 2021,Chemist Warehouse Virginia 3/1806 Sandgate Rd,Virginia,1.09pm,1.20pm,Casual contacts
Friday 16 July 2021,Dreamworld,Coomera,10.30am,2pm,Low risk contacts
Sunday 18 July 2021,Sandstone Point Hotel 1800 Bribie Island Rd,Sandstone Point,1.10pm,1.50pm,Low risk contacts
Friday 16 July 2021,Woolworths - Banyo Retail Centre 279 Tufnell Rd,Banyo,4.27pm,5pm,Close contacts
Friday 16 July 2021,BWS Banyo (attached to Woolworths) 279 Tufnell Rd,Banyo,5.02pm,5.12pm,Close contacts
Sunday 18 July 2021,Sundowner Hotel – Gaming room and Public Bar 8/14 Aerodrome Rd,Caboolture,2.51pm,3.09pm,Close contacts
Sunday 18 July 2021,Sundowner Hotel (excluding Gaming room and Public Bar) 8/14 Aerodrome Rd,Caboolture,2.51pm,3.09pm,Casual contacts
Sunday 11 July 2021,Brisbane Domestic AirportAirport Drive,Brisbane Airport,12am,11.59pm,Low risk contacts
Monday 12 July 2021,Brisbane Domestic AirportAirport Drive,Brisbane Airport,12am,11.59pm,Low risk contacts
Sunday 11 July 2021,Qantas Flight QF 2534Brisbane to Longreach,Brisbane to Longreach,1.45pm,3.55pm,Close contacts
Sunday 11 July 2021,Qantas Flight QF 2535Longreach to Brisbane,Longreach to Brisbane,4.20pm,6.15pm,Close contacts
Sunday 11 July 2021,Qantas Flight QF 2346Brisbane to Gladstone,Brisbane to Gladstone,7pm,8.10pm,Close contacts
Monday 12 July 2021,Qantas Flight QF 2331Gladstone to Brisbane,Gladstone to Brisbane,6.45am,7.55am,Close contacts
Monday 12 July 2021,Qantas Flight QF 2374Brisbane to Hervey Bay,Brisbane to Hervey Bay,8.35am,9.25am,Close contacts
Monday 12 July 2021,Qantas Flight QF 2375Hervey Bay to Brisbane,Hervey Bay to Brisbane,9.45am,10.45am,Close contacts
Sunday 18 July 2021,Hook’d on Seafood 87/91 Michael Ave,Morayfield,4pm,4.30pm,Close contacts
Sunday 18 July 2021,First Choice LiquorCorner of Morayfield Rd and Michael Ave,Morayfield,4.18pm,4.25pm,Close contacts
Tuesday 20 July 2021,Woolworths SandgateBowser Parade,Sandgate,1.30pm,1.45pm,Casual contacts
Thursday 15 July 2021,Tommy Gun’s Original Barber Shop - Westfield ChermsideGympie Rd,Chermside,12.52pm,12.58pm,Close contacts
Thursday 15 July 2021,Jimmy Rod’s Barber Shop - Westfield ChermsideGympie Rd,Chermside,12.58pm,1.09pm,Close contacts
Thursday 15 July 2021,Col Naylor Barber Shop - Westfield ChermsideGympie Rd,Chermside,1.09pm,1.30pm,Close contacts
Thursday 22 July 2021,Prince of Wales Hotel 100 Buckland Rd,Nundah,8pm,9pm,Close contacts
Thursday 15 July 2021,Westfield ChermsideGympie Rd,Chermside,9am,9pm,Low risk contacts
Tuesday 20 July 2021,Westfield ChermsideGympie Rd,Chermside,9am,5.30pm,Low risk contacts
Wednesday 21 July 2021,Westfield ChermsideGympie Rd,Chermside,9am,5.30pm,Low risk contacts
Friday 23 July 2021,Westfield ChermsideGympie Rd,Chermside,2pm,5.30pm,Low risk contacts
Tuesday 13 July 2021,Goodstart Early Learning Parkwood 4 Woodlands Way,Parkwood,9am,10am,Close contacts
Tuesday 13 July 2021,Goodstart Early Learning Parkwood 4 Woodlands Way,Parkwood,5pm,6pm,Close contacts
Wednesday 14 July 2021,Goodstart Early Learning Parkwood 4 Woodlands Way,Parkwood,9am,10am,Close contacts
Wednesday 14 July 2021,Goodstart Early Learning Parkwood 4 Woodlands Way,Parkwood,5pm,6pm,Close contacts
Thursday 15 July 2021,Goodstart Early Learning Parkwood 4 Woodlands Way,Parkwood,9am,10am,Close contacts
Thursday 15 July 2021,"Col Naylor Barber Shop – Level 1, Westfield ChermsideGympie Rd",Chermside,1.09pm,1.30pm,Close contacts
Thursday 15 July 2021,"Healthyworld Pharmacy – Level 1 (located in the Northern Food Court near Woolworths), Westfield ChermsideGympie Rd",Chermside,1.45pm,2.10pm,Close contacts
Thursday 15 July 2021,Goodstart Early Learning Parkwood 4 Woodlands Way,Parkwood,5pm,6pm,Close contacts
Friday 16 July 2021,Goodstart Early Learning Parkwood 4 Woodlands Way,Parkwood,9am,10am,Close contacts
Friday 16 July 2021,Club X 842 Gympie Rd,Chermside,4pm,4.30pm,Close contacts
Friday 16 July 2021,Goodstart Early Learning Parkwood 4 Woodlands Way,Parkwood,5pm,6pm,Close contacts
Friday 16 July 2021,Xiang Yu Chinese Cuisine Restaurant SouthportShop 2011/5 Lawson Street,Southport,6pm,8.45pm,Close contacts
Saturday 17 July 2021,"Harbour Town – Yum Cha CuisineShop B 10A, Harbour Town Shopping Centre",Biggera Waters,12pm,1.15pm,Close contacts
Saturday 17 July 2021,iPlay – Harbour TownUnit B 2/147 Brisbane Road,Biggera Waters,1pm,2pm,Close contacts
Monday 19 July 2021,Goodstart Early Learning Parkwood 4 Woodlands Way,Parkwood,9am,10am,Close contacts
Monday 19 July 2021,Nyati Hunting Supplies – Sporty’s Warehouse 32 Strathaird Road,Bundall,1pm,1.45pm,Close contacts
Monday 19 July 2021,Goodstart Early Learning Parkwood 4 Woodlands Way,Parkwood,5pm,6pm,Close contacts
Tuesday 20 July 2021,Goodstart Early Learning Parkwood 4 Woodlands Way,Parkwood,9am,10am,Close contacts
Tuesday 20 July 2021,Goodstart Early Learning Parkwood 4 Woodlands Way,Parkwood,5pm,6pm,Close contacts
Wednesday 21 July 2021,Goodstart Early Learning Parkwood 4 Woodlands Way,Parkwood,9am,10am,Close contacts
Wednesday 21 July 2021,Niku Ramen 1015 Sandgate Road,Nundah,4pm,5pm,Close contacts
Wednesday 21 July 2021,Goodstart Early Learning Parkwood 4 Woodlands Way,Parkwood,5pm,6pm,Close contacts
Thursday 22 July 2021,Goodstart Early Learning Parkwood 4 Woodlands Way,Parkwood,9am,10am,Close contacts
Thursday 22 July 2021,Goodstart Early Learning Parkwood 4 Woodlands Way,Parkwood,5pm,6pm,Close contacts
Friday 23 July 2021,Goodstart Early Learning Parkwood 4 Woodlands Way,Parkwood,9am,10am,Close contacts
Friday 23 July 2021,Centrelink Nundah 1283 Sandgate Rd,Nundah,9.45am,10am,Close contacts
Friday 23 July 2021,Burger Urge 1231 Sandgate Rd,Nundah,9.50am,10.30am,Close contacts
Friday 23 July 2021,Centrelink Chermside 18 Banfield St,Chermside,10.37am,10.47am,Close contacts
Friday 23 July 2021,David Jones Men’s department – Westfield ChermsideGympie Rd,Chermside,10.40am,11.20am,Close contacts
Friday 23 July 2021,"Q Super Centre Chempro ChemistQ Super Centre, Cnr, Markeri & Bermuda Streets",Mermaid Waters,12.50pm,1.15pm,Close contacts
Friday 23 July 2021,"Black Swan Coffee – Q Super CentreShop B 8 Q Super Centre, Cnr Markeri and Bermuda Streets",Mermaid Waters,1.10pm,1.35pm,Close contacts
Friday 23 July 2021,Woolworths - Banyo Retail Centre 279 Tufnell Road,Banyo,1.15pm,2.15pm,Close contacts
Friday 23 July 2021,Goodstart Early Learning Parkwood 4 Woodlands Way,Parkwood,5pm,6pm,Close contacts
Saturday 24 July 2021,"Hakataya Ramen – Pacific Fair Shopping CentreFF-1, Pacific Fair Shopping Centre, 2/32 Hooker Blvd,",Broadbeach Waters,1.40pm,2.30pm,Close contacts
Tuesday 13 July 2021,Southport Department of Transport & Main Roads Customer Service Centre 265 Nerang Street,Southport,4pm,4.35pm,Casual contacts
Wednesday 14 July 2021,Charis Seafoods 371 Marine Parade,Labrador,4pm,4.25pm,Casual contacts
Thursday 15 July 2021,St. George Bank ATM – Westfield ChermsideGympie Rd,Chermside,12.45pm,1.15pm,Casual contacts
Friday 23 July 2021,David Jones (excluding Men’s department) – Westfield ChermsideGympie Rd,Chermside,10.40am,11.20am,Casual contacts
Friday 23 July 2021,Little Sparrow Café – Westfield ChermsideGympie Rd,Chermside,12pm,1pm,Casual contacts
Saturday 24 July 2021,Broadwater Parklands PlaygroundMarine Parade,Southport,11.30am,1.15pm,Casual contacts
Saturday 24 July 2021,"Pacific Fair Shopping Centre – Parents Room – Ground Floor adjacent to Fresh Food Precinct.Pacific Fair Shopping Centre, 2/32 Hooker Blvd",Broadbeach Waters,1.35pm,1.50pm,Casual contacts
Saturday 24 July 2021,"Pacific Fair Shopping Centre – Male Toilets – Ground Floor adjacent to Fresh Food Precinct.Pacific Fair Shopping Centre, 2/32 Hooker Blvd, Br",Broadbeach Waters,1.40pm,2pm,Casual contacts
Saturday 24 July 2021,Hope Energy Service Station 241 Brisbane Road,Biggera Waters,3.30pm,4pm,Casual contacts
Monday 12 July 2021,Westfield Helensvale Shopping Centre 1-29 Millaroo Drive,Helensvale,5pm,6pm,Low risk contacts
Wednesday 14 July 2021,Broadwater Parklands PlaygroundMarine Parade,Southport,10.50am,12.05pm,Low risk contacts
Thursday 15 July 2021,Westfield ChermsideGympie Rd,Chermside,12.42pm,2.13pm,Low risk contacts
Saturday 17 July 2021,Westfield Helensvale Shopping Centre 1-29 Millaroo Drive,Helensvale,9am,10.45am,Low risk contacts
Friday 23 July 2021,Westfield ChermsideGympie Rd,Chermside,10.30am,1pm,Low risk contacts
Friday 16 July 2021,Xiang Yu Chinese Cuisine Restaurant SouthportShop 2011/5 Lawson Street,Southport,6pm,9.45pm,Close contacts
Friday 23 July 2021,Centrelink Chermside 18 Banfield St,Chermside,10.37am,10.54am,Close contacts
Friday 23 July 2021,Centrelink Chermside 18 Banfield St,Chermside,11.22am,12.07pm,Close contacts
Saturday 24 July 2021,"Hakataya Ramen – FF-1, Pacific Fair Shopping Centre 2/32 Hooker Blvd",Broadbeach Waters,2.10pm,2.40pm,Close contacts
